,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
7756,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,10,Exceptional
7757,Isle of Man,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7758,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,9.6,Exceptional
7759,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,9.2,Wonderful
7760,United Kingdom,Premium Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7761,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7762,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7763,United Kingdom,Standard Room,1 night ,November 2018,Solo traveler,,,10,Exceptional
7764,United Kingdom,Standard Room,1 night ,October 2018,Group,,,7.9,Good
7765,United Kingdom,Standard Room,1 night ,October 2018,Group,,,10,Exceptional
7766,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Exceptional
7767,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.2,Wonderful
7768,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Family,,,8.3,Very Good
7769,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Very nice hotel comfy bed right in the airport
7770,United Kingdom,Standard Room,1 night ,October 2018,Group,,,10,Everything was as expected. There was nothing to fault with our stay.
7771,Hong Kong,Superior Room with Runway View,4 nights ,November 2018,Group,,,7.5,Good
7772,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,9.6,Exceptional
7773,Isle of Man,Standard Room,1 night ,November 2018,Family,,,9.2,Wonderful
7774,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7775,France,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,10,Exceptional
7776,Germany,Superior Room with Runway View,1 night ,November 2018,Solo traveler,,,9.2,Wonderful
7777,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Family,,,9.2,Wonderful
7778,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,9.2,Wonderful
7779,United Kingdom,Premium Room,1 night ,October 2018,Couple,,,9.2,Wonderful
7780,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Exceptional
7781,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,8.8,Excellent
7782,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7783,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,10,Great night in the Rad.
7784,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7785,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,7.9,Nice little break
7786,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,9.6,Exceptional
7787,United Kingdom,Standard Room,1 night ,November 2018,Couple,,,9.6,Exceptional
7788,New Zealand,Superior Room with Runway View,2 nights ,October 2018,Couple,,,10,Exceptional
7789,United Kingdom,Premium Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7790,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,8.8,Suited our purpose very well thanks !
7791,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Group,,,9.2,Wonderful
7792,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,10,Exceptional
7793,United Kingdom,Executive Room with Lounge Access,1 night ,October 2018,Family,,,10,Exceptional
7794,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7795,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.9,Good
7796,United Kingdom,Premium Room with Runway View,1 night ,October 2018,Family,,,10,Exceptional
7797,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7798,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.5,Good
7799,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7800,United Kingdom,Superior Room with Runway View,1 night ,November 2018,Couple,,,8.8,Suited our purpose very well thanks !
7801,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Group,,,9.2,Wonderful
7802,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,10,Exceptional
7803,United Kingdom,Executive Room with Lounge Access,1 night ,October 2018,Family,,,10,Exceptional
7804,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7805,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.9,Good
7806,United Kingdom,Premium Room with Runway View,1 night ,October 2018,Family,,,10,Exceptional
7807,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7808,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.5,Good
7809,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7810,Belgium,Standard Room,1 night ,October 2018,Group,,,9.2,Wonderful
7811,Australia,Standard Room,1 night ,October 2018,Couple,,,9.0,Wonderful
7812,Austria,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,10,Exceptional
7813,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.9,Good
7814,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7815,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.5,Exceptional
7816,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,7.5,Good
7817,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7818,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7819,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7820,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7821,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.9,Good
7822,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7823,United Kingdom,Standard Room,1 night ,October 2018,Family,,,9.6,Exceptional
7824,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,9.6,Exceptional
7825,United Kingdom,Standard Room,1 night ,October 2018,Family,,,8.3,Very Good
7826,United Kingdom,Executive Room with Lounge Access,1 night ,October 2018,Couple,,,9.6,Exceptional
7827,Ireland,Standard Room,1 night ,October 2018,Group,,,8.8,Excellent
7828,United Kingdom,Standard Room,1 night ,October 2018,Group,,,9.6,Exceptional
7829,United Kingdom,Premium Room with Runway View,1 night ,October 2018,Couple,,,8.3,Very Good
7830,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7831,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7832,Malta,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7833,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7834,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7835,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,10,Very good
7836,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7837,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7838,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,10,Exceptional
7839,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7840,United Kingdom,Standard Room,1 night ,October 2018,Family,,,7.5,Good
7841,United Kingdom,Standard Room,1 night ,October 2018,Family,,,9.6,Exceptional
7842,Canada,Standard Room,1 night ,October 2018,Couple,,,8.8,Excellent
7843,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Exceptional
7844,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Exceptional
7845,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.2,Wonderful
7846,Canada,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7847,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.5,Good
7848,United Kingdom,Standard Room,1 night ,September 2018,Group,,,9.2,Wonderful
7849,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,8.3,Very Good
7850,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Group,,,8.8,Excellent
7851,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Family,,,7.9,Good
7852,Saudi Arabia,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,9.2,Wonderful
7853,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Family,,,10,Exceptional
7854,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Excellant stay as always- makes our travelling more enjoyable
7855,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,7.5,Good
7856,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7857,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,7.5,Good
7858,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7859,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,9.2,Wonderful
7860,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7861,Switzerland,Premium Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7862,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,7.9,Good
7863,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,9.6,Exceptional
7864,United Kingdom,Family Room,1 night ,September 2018,Group,,,10,Exceptional
7865,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.9,Good
7866,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,8.8,Excellent
7867,Sweden,Premium Room,1 night ,October 2018,Solo traveler,,,9.6,Exceptional
7868,Netherlands,Premium Room,1 night ,October 2018,Solo traveler,,,10,Good as usual
7869,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Comfy bed .. great for picking up our early flight
7870,Bosnia and Herzegovina,Premium Room with Runway View,1 night ,October 2018,Family,,,10,Exceptional
7871,Australia,Standard Room,1 night ,October 2018,Couple,,,8.3,Very Good
7872,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7873,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,9.6,Exceptional
7874,United Kingdom,Standard Room,1 night ,September 2018,Solo traveler,,,9.2,Wonderful
7875,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7876,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,9.6,Comfortable evening
7877,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,9.6,Exceptional
7878,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Exceptional
7879,Spain,Premium Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7880,Germany,Standard Room,1 night ,October 2018,Group,,,9.6,Exceptional
7881,United States of America,Executive Room with Lounge Access,1 night ,October 2018,Solo traveler,,,9.6,Exceptional
7882,United Kingdom,Premium Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7883,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,9.6,Exceptional
7884,United Kingdom,Standard Room,1 night ,October 2018,Family,,,9.6,Exceptional
7885,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Group,,,7.5,Good
7886,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,9.6,Exceptional
7887,United Kingdom,Premium Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7888,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,9.5,Exceptional
7889,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Group,,,8.3,Very Good
7890,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Great
7891,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7892,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,9.6,Perfect convenient location
7893,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,8.8,Excellent
7894,United Kingdom,Standard Room,1 night ,September 2018,Group,,,10,Exceptional
7895,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,8.3,Very Good
7896,United Kingdom,Premium Room,1 night ,October 2018,Solo traveler,,,9.6,Exceptional
7897,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,9.2,Wonderful
7898,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,9.6,"Reliable, comfortable and very convenient."
7899,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7900,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,7.9,Good
7901,United Kingdom,Premium Room with Runway View,1 night ,September 2018,Couple,,,10,Exceptional
7902,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Group,,,10,Exceptional
7903,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Exceptional
7904,United States of America,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7905,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,9.2,Wonderful
7906,United States of America,Standard Room,1 night ,September 2018,Couple,,,7.9,Good
7907,United States of America,Standard Room,1 night ,September 2018,Solo traveler,,,10,Exceptional
7908,United Kingdom,Standard Room,1 night ,October 2018,Family,,,9.6,Exceptional
7909,United Kingdom,Standard Room,1 night ,September 2018,Family,,,9.6,Exceptional
7910,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,10,Exceptional
7911,United Kingdom,Executive Room with Lounge Access,1 night ,October 2018,Couple,,,9.2,Wonderful
7912,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,8.8,Excellent
7913,United Kingdom,Standard Room,1 night ,October 2018,Group,,,7.9,Good
7914,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,9.6,Exceptional
7915,United Kingdom,Standard Room,1 night ,September 2018,Solo traveler,,,8.8,Standard property in an excellent location
7916,United Kingdom,Premium Room,1 night ,September 2018,Solo traveler,,,8.3,Very Good
7917,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Very good beds good service.
7918,United Kingdom,Standard Room,1 night ,September 2018,Solo traveler,,,10,Excellent
7919,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Exceptional
7920,United Kingdom,Standard Room,1 night ,September 2018,Group,,,10,Exceptional
7921,United States of America,Standard Room,1 night ,October 2018,Family,,,10,Exceptional
7922,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,9.2,will do it again
7923,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple,,,9.6,Exceptional
7924,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Group,,,9.6,Exceptional
7925,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler,,,9.2,Wonderful
7926,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,9.6,Exceptional
7927,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,8.8,Excellent
7928,United Kingdom,Standard Room,1 night ,September 2018,Group,,,9.6,Exceptional
7929,Australia,Standard Room,1 night ,October 2018,Couple,,,9.2,Wonderful
7930,United Kingdom,Executive Room with Lounge Access,1 night ,October 2018,Couple,,,9.6,Exceptional
7931,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple,,,10,Exceptional
7932,United Kingdom,Premium Room with Runway View,1 night ,September 2018,Couple,,,9.6,Exceptional
7933,United Kingdom,Standard Room,1 night ,September 2018,Group,,,7.9,Good
7934,United Kingdom,Standard Room,1 night ,October 2018,Group,,,10,Exceptional
7935,United Kingdom,Standard Room,1 night ,September 2018,Group,,,9.2,Wonderful
7936,United Kingdom,Standard Room,1 night ,October 2018,Group,,,9.6,Exceptional
7937,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,9.6,Exceptional
7938,United Kingdom,Standard Room,1 night ,September 2018,Couple,,,10,Exceptional
7939,United Kingdom,Standard Room,1 night ,October 2018,Solo traveler,,,10,Exceptional
7940,Canada,Standard Room,1 night ,October 2018,Couple,,,10,Exceptional
7941,United Kingdom,Standard Room,1 night ,October 2018,Couple,,,8.5,Very Good
